Te,rate,energy,Kdruyv
26.560877829466868,1.330237731734465e-14,9.447,1.4475199402440712e-14
28.48035868435802,1.3582609159367133e-14,9.447,1.47137846735547e-14
30.538555088334157,1.3842282842343916e-14,9.447,1.4929119229915928e-14
32.74549162877728,1.4081560121734184e-14,9.447,1.512196293728806e-14
35.11191734215131,1.4300685348212906e-14,9.447,1.5293097011792042e-14
37.64935806792467,1.4499973006556406e-14,9.447,1.544331799642791e-14
40.37017258596554,1.4679796308427703e-14,9.447,1.5573430496544815e-14
43.28761281083057,1.4840576885537576e-14,9.447,1.568423902570205e-14
46.41588833612782,1.4982775603206743e-14,9.447,1.5776539885763375e-14
49.770235643321136,1.5106884477113754e-14,9.447,1.5851113903390428e-14
53.366992312063125,1.5213419618795307e-14,9.447,1.5908720341441535e-14
57.223676593502205,1.530291504381175e-14,9.447,1.5950091928352563e-14
